FL, B15, B30, B45, B60, B75, A90, A75, A60, A45, A30, A15, FR, vel-10, vel-9, vel-8, vel-7, vel-6, vel-5, vel-4, vel-3, vel-2, vel-1, steering_angle, throttle, brake
1.734500, 1.857680, 2.162491, 2.650101, 3.638900, 6.518093, 13.260739, 10.019575, 4.854840, 3.323275, 2.669878, 2.357279, 2.250758, 37.911295, 37.842661, 41.829511, 38.480089, 38.284525, 43.935063, 38.846581, 38.522552, 40.813354, 39.669435, 0.003354, 1.000000, -0.000000
1.782997, 1.907789, 2.170032, 2.603880, 3.567416, 6.355022, 12.672512, 18.038208, 4.947814, 3.377301, 2.709076, 2.389227, 2.279098, 37.842661, 41.829511, 38.480089, 38.284525, 43.935063, 38.846581, 38.522552, 40.813354, 39.669435, 40.202550, 0.004043, 1.000000, -0.000000
1.833859, 1.939986, 2.135930, 2.560371, 3.501913, 6.212652, 12.107780, 17.437704, 5.033290, 3.428123, 2.746599, 2.420237, 2.307043, 41.829511, 38.480089, 38.284525, 43.935063, 38.846581, 38.522552, 40.813354, 39.669435, 40.202550, 41.679596, 0.005128, 1.000000, -0.000000
1.870437, 1.911004, 2.102841, 2.518878, 3.440977, 6.086782, 11.559851, 16.836750, 5.112059, 3.476269, 2.782835, 2.450663, 2.334846, 38.480089, 38.284525, 43.935063, 38.846581, 38.522552, 40.813354, 39.669435, 40.202550, 41.679596, 42.030426, 0.004850, 1.000000, -0.000000
1.840660, 1.879521, 2.066884, 2.473790, 3.374772, 5.809624, 10.994845, 16.220308, 5.137416, 3.529228, 2.822490, 2.483822, 2.365082, 38.284525, 43.935063, 38.846581, 38.522552, 40.813354, 39.669435, 40.202550, 41.679596, 42.030426, 43.144893, 0.005897, 1.000000, -0.000000
1.814367, 1.852740, 2.037500, 2.438705, 3.327154, 5.556288, 10.493280, 15.630484, 5.041056, 3.567996, 2.853637, 2.511346, 2.391349, 43.935063, 38.846581, 38.522552, 40.813354, 39.669435, 40.202550, 41.679596, 42.030426, 43.144893, 44.122113, 0.006718, 1.000000, -0.000000
1.787935, 1.825762, 2.007843, 2.403227, 3.278711, 5.297399, 9.979635, 15.027110, 4.942499, 3.607357, 2.885111, 2.539077, 2.417771, 38.846581, 38.522552, 40.813354, 39.669435, 40.202550, 41.679596, 42.030426, 43.144893, 44.122113, 46.053321, 0.007442, 1.000000, -0.000000
1.760250, 1.797444, 1.976597, 2.365736, 3.227394, 5.030311, 9.450137, 14.408533, 4.843820, 3.649165, 2.918396, 2.568243, 2.445489, 38.522552, 40.813354, 39.669435, 40.202550, 41.679596, 42.030426, 43.144893, 44.122113, 46.053321, 45.417906, 0.010700, 1.000000, -0.000000
1.739251, 1.777416, 1.956335, 2.344172, 3.204072, 4.803076, 8.999817, 13.826458, 4.765039, 3.588236, 2.937449, 2.587547, 2.465836, 40.813354, 39.669435, 40.202550, 41.679596, 42.030426, 43.144893, 44.122113, 46.053321, 45.417906, 46.531075, 0.015117, 1.000000, -0.000000
1.724533, 1.764605, 1.945074, 2.335073, 3.201593, 4.632883, 8.594155, 13.263407, 4.968041, 3.482139, 2.945305, 2.598566, 2.479619, 39.669435, 40.202550, 41.679596, 42.030426, 43.144893, 44.122113, 46.053321, 45.417906, 46.531075, 49.238752, 0.015856, 1.000000, -0.000000
1.710118, 1.751792, 1.933403, 2.324824, 3.045069, 4.479541, 8.156983, 12.673035, 5.179487, 3.376047, 2.897259, 2.609923, 2.493291, 40.202550, 41.679596, 42.030426, 43.144893, 44.122113, 46.053321, 45.417906, 46.531075, 49.238752, 47.403581, 0.018629, 1.000000, -0.000000
1.703667, 1.748296, 1.933465, 2.331030, 2.903497, 4.367473, 7.777977, 12.078637, 6.153694, 3.254450, 2.799414, 2.605518, 2.498699, 41.679596, 42.030426, 43.144893, 44.122113, 46.053321, 45.417906, 46.531075, 49.238752, 47.403581, 47.568403, 0.019655, 0.933593, -0.000000
1.703241, 1.751343, 1.941258, 2.225724, 2.771294, 4.275023, 7.409344, 11.496202, 14.737873, 3.271319, 2.695224, 2.513880, 2.498191, 42.030426, 43.144893, 44.122113, 46.053321, 45.417906, 46.531075, 49.238752, 47.403581, 47.568403, 51.025938, 0.020097, 0.730465, -0.000000
1.704641, 1.755764, 1.867149, 2.109691, 2.659589, 4.170960, 6.963260, 10.872894, 14.102390, 3.371669, 2.589924, 2.420002, 2.429034, 43.144893, 44.122113, 46.053321, 45.417906, 46.531075, 49.238752, 47.403581, 47.568403, 51.025938, 48.452128, 0.020966, 0.206332, -0.000000
1.713280, 1.682780, 1.769194, 2.004273, 2.592115, 4.082824, 6.543543, 10.282697, 13.489648, 3.448877, 2.621307, 2.319169, 2.332889, 44.122113, 46.053321, 45.417906, 46.531075, 49.238752, 47.403581, 47.568403, 51.025938, 48.452128, 48.411024, 0.026030, -0.000000, 0.238090
1.627167, 1.598558, 1.685577, 1.952221, 2.551314, 3.853886, 6.167682, 9.747464, 12.916410, 3.494600, 2.670270, 2.277570, 2.228547, 46.053321, 45.417906, 46.531075, 49.238752, 47.403581, 47.568403, 51.025938, 48.452128, 48.411024, 49.240250, 0.029660, -0.000000, 0.757820
1.548729, 1.526269, 1.644800, 1.924423, 2.531380, 3.649652, 5.824643, 9.251785, 12.375682, 4.001747, 2.702593, 2.315016, 2.156569, 45.417906, 46.531075, 49.238752, 47.403581, 47.568403, 51.025938, 48.452128, 48.411024, 49.240250, 48.661723, 0.039371, -0.000000, 0.968764
1.493440, 1.506458, 1.634175, 1.922408, 2.550517, 3.492177, 5.549053, 8.842093, 11.898907, 4.370253, 2.707238, 2.331434, 2.181188, 46.531075, 49.238752, 47.403581, 47.568403, 51.025938, 48.452128, 48.411024, 49.240250, 48.661723, 47.635253, 0.049118, -0.000000, 1.000000
1.487394, 1.507288, 1.643448, 1.945745, 2.476897, 3.377659, 5.332306, 8.503577, 11.474767, 4.619335, 2.825956, 2.328529, 2.189131, 49.238752, 47.403581, 47.568403, 51.025938, 48.452128, 48.411024, 49.240250, 48.661723, 47.635253, 45.922807, 0.063731, -0.000000, 1.000000
1.497816, 1.525934, 1.673666, 1.983797, 2.395980, 3.310310, 5.180937, 8.205242, 11.106432, 5.840113, 2.980614, 2.306676, 2.180639, 47.403581, 47.568403, 51.025938, 48.452128, 48.411024, 49.240250, 48.661723, 47.635253, 45.922807, 43.884157, 0.074984, -0.000000, 1.000000
1.525851, 1.563995, 1.727349, 1.927601, 2.350026, 3.298820, 5.108721, 7.906353, 10.802763, 13.927028, 3.078687, 2.372301, 2.155082, 47.568403, 51.025938, 48.452128, 48.411024, 49.240250, 48.661723, 47.635253, 45.922807, 43.884157, 42.132739, 0.089976, -0.000000, 1.000000
1.567479, 1.617021, 1.691384, 1.892546, 2.330962, 3.258014, 5.095109, 7.643468, 10.541026, 13.662512, 3.138335, 2.448403, 2.130401, 51.025938, 48.452128, 48.411024, 49.240250, 48.661723, 47.635253, 45.922807, 43.884157, 42.132739, 40.240326, 0.103266, -0.000000, 1.000000
1.625004, 1.593765, 1.669280, 1.882847, 2.345328, 3.209597, 4.981329, 7.425637, 10.333002, 13.439601, 3.157647, 2.494662, 2.189305, 48.452128, 48.411024, 49.240250, 48.661723, 47.635253, 45.922807, 43.884157, 42.132739, 40.240326, 38.335156, 0.119410, -0.000000, 0.976577
1.609749, 1.583197, 1.671299, 1.902474, 2.401244, 3.212936, 4.893919, 7.268077, 10.201429, 13.274386, 3.135037, 2.510048, 2.223323, 48.411024, 49.240250, 48.661723, 47.635253, 45.922807, 43.884157, 42.132739, 40.240326, 38.335156, 36.230967, 0.131981, -0.000000, 0.777352
1.603212, 1.588804, 1.690768, 1.943023, 2.400253, 3.251811, 4.841978, 7.144554, 10.110921, 13.140363, 3.091754, 2.507288, 2.241217, 49.240250, 48.661723, 47.635253, 45.922807, 43.884157, 42.132739, 40.240326, 38.335156, 36.230967, 34.769227, 0.144213, -0.000000, 0.460311
1.920954, 1.860682, 1.933624, 2.161543, 2.634095, 3.161865, 4.322257, 6.170351, 8.861191, 11.935092, 3.544112, 2.503274, 2.240341, 30.429783, 29.347326, 29.192840, 28.847622, 28.308034, 28.397309, 28.046528, 28.193096, 28.102151, 27.719850, 0.180453, 0.063493, -0.000000
2.303613, 2.161254, 2.176610, 2.350835, 2.761337, 3.093481, 3.796463, 5.176371, 7.530278, 10.099971, 5.867762, 2.246755, 1.771559, 27.638622, 27.994670, 28.306324, 28.534651, 28.643530, 28.953470, 28.824361, 29.142727, 29.243655, 29.090959, 0.229817, 0.277760, -0.000000
2.243367, 2.128809, 2.167599, 2.368793, 2.634397, 2.981218, 3.725527, 5.167893, 7.544374, 10.110050, 5.652709, 2.296997, 1.846116, 27.994670, 28.306324, 28.534651, 28.643530, 28.953470, 28.824361, 29.142727, 29.243655, 29.090959, 29.554709, 0.224900, 0.281727, -0.000000
0.627616, 0.613991, 0.644582, 0.729037, 0.911605, 1.338395, 2.885667, 23.541462, 10.788565, 6.079571, 4.381323, 3.442812, 3.056576, 34.035062, 33.932757, 34.660410, 34.771584, 35.372923, 35.284954, 35.630541, 34.804618, 35.343346, 34.559683, 0.226532, 0.675776, -0.000000
0.621396, 0.613407, 0.650076, 0.743362, 0.944516, 1.429051, 3.410270, 24.236732, 9.765164, 5.781382, 4.292368, 3.427641, 3.037890, 33.932757, 34.660410, 34.771584, 35.372923, 35.284954, 35.630541, 34.804618, 35.343346, 34.559683, 34.582267, 0.208773, 0.738277, -0.000000
0.626412, 0.624050, 0.667838, 0.772664, 0.998995, 1.564427, 4.274241, 24.665833, 8.882985, 5.493926, 4.193928, 3.403721, 3.042862, 34.660410, 34.771584, 35.372923, 35.284954, 35.630541, 34.804618, 35.343346, 34.559683, 34.582267, 35.540680, 0.189675, 0.785153, -0.000000
0.637402, 0.639937, 0.690618, 0.807244, 1.060256, 1.715401, 5.461835, 24.998512, 8.241995, 5.266311, 4.083224, 3.388694, 3.056957, 34.771584, 35.372923, 35.284954, 35.630541, 34.804618, 35.343346, 34.559683, 34.582267, 35.540680, 35.226533, 0.170951, 0.851560, -0.000000
0.652675, 0.659751, 0.717359, 0.846345, 1.128017, 1.884309, 7.202304, 25.090437, 7.739600, 5.075333, 3.986378, 3.378493, 3.071556, 35.372923, 35.284954, 35.630541, 34.804618, 35.343346, 34.559683, 34.582267, 35.540680, 35.226533, 39.251050, 0.153366, 0.906249, -0.000000
0.672466, 0.684212, 0.749386, 0.892284, 1.207001, 2.085666, 10.216076, 14.273664, 7.302634, 4.899003, 3.893556, 3.368396, 3.084870, 35.284954, 35.630541, 34.804618, 35.343346, 34.559683, 34.582267, 35.540680, 35.226533, 39.251050, 35.335131, 0.139456, 0.976562, -0.000000
0.696028, 0.712071, 0.784771, 0.941867, 1.290892, 2.301675, 16.714899, 13.410626, 6.957508, 4.751169, 3.812028, 3.362466, 3.098372, 35.630541, 34.804618, 35.343346, 34.559683, 34.582267, 35.540680, 35.226533, 39.251050, 35.335131, 34.774433, 0.121528, 1.000000, -0.000000
0.722293, 0.742532, 0.822862, 0.994723, 1.379887, 2.535827, 17.806490, 12.680718, 6.667289, 4.620492, 3.737116, 3.315864, 3.111113, 34.804618, 35.343346, 34.559683, 34.582267, 35.540680, 35.226533, 39.251050, 35.335131, 34.774433, 46.153557, 0.109632, 1.000000, -0.000000
0.746279, 0.770056, 0.857042, 1.041909, 1.459390, 2.749984, 18.461084, 12.099135, 6.451260, 4.519197, 3.677281, 3.277328, 3.130146, 35.343346, 34.559683, 34.582267, 35.540680, 35.226533, 39.251050, 35.335131, 34.774433, 46.153557, 35.059064, 0.094779, 1.000000, -0.000000
0.774826, 0.802463, 0.896933, 1.096601, 1.551258, 3.001661, 18.687689, 11.545216, 6.240645, 4.416494, 3.614569, 3.235368, 3.125176, 34.559683, 34.582267, 35.540680, 35.226533, 39.251050, 35.335131, 34.774433, 46.153557, 35.059064, 34.708404, 0.084587, 1.000000, -0.000000
0.803479, 0.834668, 0.936261, 1.150163, 1.640725, 3.250145, 18.609934, 11.065256, 6.065295, 4.327485, 3.558324, 3.196299, 3.096821, 34.582267, 35.540680, 35.226533, 39.251050, 35.335131, 34.774433, 46.153557, 35.059064, 34.708404, 37.166301, 0.072606, 1.000000, -0.000000
0.828769, 0.862757, 0.970139, 1.195760, 1.715945, 3.457228, 18.426191, 10.672256, 5.938488, 4.260081, 3.514031, 3.164085, 3.071999, 35.540680, 35.226533, 39.251050, 35.335131, 34.774433, 46.153557, 35.059064, 34.708404, 37.166301, 35.610941, 0.064374, 1.000000, -0.000000
0.857260, 0.894373, 1.008298, 1.247197, 1.801122, 3.696923, 18.249880, 10.276612, 5.806043, 4.188327, 3.466127, 3.128745, 3.044278, 35.226533, 39.251050, 35.335131, 34.774433, 46.153557, 35.059064, 34.708404, 37.166301, 35.610941, 35.837087, 0.055901, 1.000000, -0.000000
0.884916, 0.924722, 1.044553, 1.295421, 1.879689, 3.913796, 18.005371, 9.924913, 5.698238, 4.127169, 3.423705, 3.096107, 3.017338, 39.251050, 35.335131, 34.774433, 46.153557, 35.059064, 34.708404, 37.166301, 35.610941, 35.837087, 37.670032, 0.047344, 1.000000, -0.000000
0.913981, 0.956597, 1.082595, 1.346054, 1.962366, 4.145070, 17.751228, 9.579452, 5.591868, 4.065764, 3.380465, 3.062427, 2.989101, 35.335131, 34.774433, 46.153557, 35.059064, 34.708404, 37.166301, 35.610941, 35.837087, 37.670032, 36.951560, 0.037742, 1.000000, -0.000000
0.939667, 0.984340, 1.115102, 1.388411, 2.029408, 4.321198, 17.412237, 9.282883, 5.516539, 4.019274, 3.345978, 3.034054, 2.963936, 34.774433, 46.153557, 35.059064, 34.708404, 37.166301, 35.610941, 35.837087, 37.670032, 36.951560, 38.875825, 0.029353, 1.000000, -0.000000
0.962176, 1.008085, 1.142248, 1.422621, 2.080521, 4.437490, 16.993277, 9.027414, 5.469106, 3.986431, 3.319444, 3.010632, 2.941528, 46.153557, 35.059064, 34.708404, 37.166301, 35.610941, 35.837087, 37.670032, 36.951560, 38.875825, 38.025978, 0.022215, 1.000000, -0.000000
0.986021, 1.033602, 1.171862, 1.460723, 2.139532, 4.585204, 16.605070, 8.753651, 5.409339, 3.947623, 3.289462, 2.985090, 2.917988, 35.059064, 34.708404, 37.166301, 35.610941, 35.837087, 37.670032, 36.951560, 38.875825, 38.025978, 38.963612, 0.017315, 1.000000, -0.000000
1.009543, 1.058668, 1.200865, 1.497864, 2.196558, 4.725587, 16.207344, 8.488186, 5.353681, 3.910693, 3.260565, 2.960135, 2.894729, 34.708404, 37.166301, 35.610941, 35.837087, 37.670032, 36.951560, 38.875825, 38.025978, 38.963612, 42.799774, 0.012338, 1.000000, -0.000000
1.026039, 1.075216, 1.218648, 1.518304, 2.221938, 4.748817, 15.695578, 8.284872, 5.343870, 3.897106, 3.246105, 2.944781, 2.877791, 37.166301, 35.610941, 35.837087, 37.670032, 36.951560, 38.875825, 38.025978, 38.963612, 42.799774, 39.444372, 0.011181, 1.000000, -0.000000
1.045824, 1.095941, 1.242119, 1.547534, 2.264608, 5.735039, 15.247732, 8.041658, 5.307330, 3.870392, 3.223801, 2.924547, 2.858001, 35.610941, 35.837087, 37.670032, 36.951560, 38.875825, 38.025978, 38.963612, 42.799774, 39.444372, 39.328490, 0.011128, 1.000000, -0.000000
1.068131, 1.119620, 1.269336, 1.582130, 2.317114, 6.360034, 14.825269, 7.781664, 5.258152, 3.836955, 3.197127, 2.901158, 2.835873, 35.837087, 37.670032, 36.951560, 38.875825, 38.025978, 38.963612, 42.799774, 39.444372, 39.328490, 42.674490, 0.008550, 1.000000, -0.000000
1.085745, 1.137543, 1.288950, 1.605372, 2.347878, 6.393007, 14.327773, 7.558343, 5.239226, 3.818882, 3.179996, 2.884141, 2.817952, 37.670032, 36.951560, 38.875825, 38.025978, 38.963612, 42.799774, 39.444372, 39.328490, 42.674490, 40.196472, 0.007609, 1.000000, -0.000000
1.105401, 1.158082, 1.312174, 1.634163, 2.389561, 6.478792, 13.862326, 7.310072, 5.204005, 3.792830, 3.158070, 2.864115, 2.798268, 36.951560, 38.875825, 38.025978, 38.963612, 42.799774, 39.444372, 39.328490, 42.674490, 40.196472, 40.197539, 0.007736, 1.000000, -0.000000
1.126565, 1.180299, 1.337350, 1.665590, 2.435704, 6.578874, 13.392467, 8.228799, 5.079906, 3.763837, 3.134053, 2.842405, 2.777115, 38.875825, 38.025978, 38.963612, 42.799774, 39.444372, 39.328490, 42.674490, 40.196472, 40.197539, 42.137408, 0.006894, 1.000000, -0.000000
1.146628, 1.201080, 1.360530, 1.693889, 2.514739, 6.590776, 12.892729, 17.326479, 4.895105, 3.739261, 3.112623, 2.822310, 2.756923, 38.025978, 38.963612, 42.799774, 39.444372, 39.328490, 42.674490, 40.196472, 40.197539, 42.137408, 41.544929, 0.006179, 1.000000, -0.000000
1.166836, 1.221990, 1.383948, 1.722495, 2.834797, 6.471213, 12.383761, 16.714752, 4.705565, 3.714111, 3.090887, 2.802028, 2.736611, 38.963612, 42.799774, 39.444372, 39.328490, 42.674490, 40.196472, 40.197539, 42.137408, 41.544929, 42.781610, 0.006725, 1.000000, -0.000000
1.191166, 1.247885, 1.413822, 1.813602, 3.189285, 6.396395, 11.904652, 16.110031, 4.499399, 3.677134, 3.061557, 2.776432, 2.712473, 42.799774, 39.444372, 39.328490, 42.674490, 40.196472, 40.197539, 42.137408, 41.544929, 42.781610, 44.045171, 0.006628, 1.000000, -0.000000
1.215539, 1.273588, 1.481688, 2.014460, 3.278804, 6.304362, 11.399989, 15.477251, 4.292574, 3.544661, 3.033304, 2.751201, 2.688194, 39.444372, 39.328490, 42.674490, 40.196472, 40.197539, 42.137408, 41.544929, 42.781610, 44.045171, 45.554997, 0.005923, 1.000000, -0.000000
1.240613, 1.357416, 1.632280, 2.220263, 3.337822, 6.216061, 10.890832, 14.837793, 4.081294, 3.371202, 3.003836, 2.725123, 2.663234, 39.328490, 42.674490, 40.196472, 40.197539, 42.137408, 41.544929, 42.781610, 44.045171, 45.554997, 45.533993, 0.006484, 0.921874, -0.000000
1.354787, 1.488662, 1.791357, 2.326985, 3.410845, 6.152430, 10.389792, 14.202254, 3.858710, 3.189672, 2.888021, 2.695136, 2.635185, 42.674490, 40.196472, 40.197539, 42.137408, 41.544929, 42.781610, 44.045171, 45.554997, 45.533993, 47.110760, 0.007379, 0.652338, -0.000000
1.477786, 1.624991, 1.906171, 2.379612, 3.495025, 6.088621, 9.893543, 13.568509, 3.817772, 3.002693, 2.720717, 2.648158, 2.604277, 40.196472, 40.197539, 42.137408, 41.544929, 42.781610, 44.045171, 45.554997, 45.533993, 47.110760, 47.268713, 0.008112, 0.313481, -0.000000
1.603709, 1.716750, 1.950555, 2.438552, 3.485088, 5.905463, 9.409153, 12.945399, 4.025229, 2.812400, 2.550681, 2.484797, 2.570820, 40.197539, 42.137408, 41.544929, 42.781610, 44.045171, 45.554997, 45.533993, 47.110760, 47.268713, 48.351331, 0.009319, 0.103166, 0.146825
1.671943, 1.757581, 1.999502, 2.504147, 3.465110, 5.738645, 8.941564, 12.339052, 4.209127, 2.620666, 2.379525, 2.320491, 2.427710, 42.137408, 41.544929, 42.781610, 44.045171, 45.554997, 45.533993, 47.110760, 47.268713, 48.351331, 48.662838, 0.011028, -0.000000, 0.392850
1.712178, 1.802076, 2.053134, 2.530699, 3.456369, 5.590374, 8.495037, 11.754930, 4.366014, 2.658650, 2.208648, 2.156422, 2.258839, 41.544929, 42.781610, 44.045171, 45.554997, 45.533993, 47.110760, 47.268713, 48.351331, 48.662838, 48.483055, 0.012595, -0.000000, 0.695318
1.755063, 1.849760, 2.103494, 2.524240, 3.458892, 5.461674, 8.072522, 11.197144, 5.448759, 2.754437, 2.093594, 1.994179, 2.091747, 42.781610, 44.045171, 45.554997, 45.533993, 47.110760, 47.268713, 48.351331, 48.662838, 48.483055, 47.813233, 0.014363, -0.000000, 0.992203
1.852202, 1.903699, 2.109075, 2.548703, 3.373757, 5.048712, 6.958867, 9.697525, 12.806384, 2.956635, 2.269109, 1.940423, 1.805205, 45.533993, 47.110760, 47.268713, 48.351331, 48.662838, 48.483055, 47.813233, 46.654017, 45.042332, 43.116177, 0.021110, -0.000000, 1.000000
1.856473, 1.911488, 2.122061, 2.571341, 3.319606, 4.793773, 6.637172, 9.253449, 12.313963, 3.165046, 2.308604, 1.978899, 1.844506, 47.110760, 47.268713, 48.351331, 48.662838, 48.483055, 47.813233, 46.654017, 45.042332, 43.116177, 41.257272, 0.023889, -0.000000, 1.000000
1.865043, 1.923941, 2.140549, 2.538398, 3.277345, 4.556852, 6.339575, 8.836363, 11.850807, 3.528895, 2.339101, 2.010108, 1.877320, 47.268713, 48.351331, 48.662838, 48.483055, 47.813233, 46.654017, 45.042332, 43.116177, 41.257272, 39.357026, 0.027605, -0.000000, 1.000000
1.878274, 1.941556, 2.162602, 2.506227, 3.248693, 4.339190, 6.069052, 8.448796, 11.419732, 3.839904, 2.364432, 2.033454, 1.903222, 48.351331, 48.662838, 48.483055, 47.813233, 46.654017, 45.042332, 43.116177, 41.257272, 39.357026, 37.498676, 0.031692, -0.000000, 0.972671
1.896137, 1.964387, 2.137240, 2.483936, 3.233974, 4.140547, 5.790794, 8.090195, 11.020192, 4.100219, 2.549490, 2.049227, 1.922450, 48.662838, 48.483055, 47.813233, 46.654017, 45.042332, 43.116177, 41.257272, 39.357026, 37.498676, 35.678396, 0.036294, -0.000000, 0.886731
1.918602, 1.968435, 2.119834, 2.471426, 3.230755, 3.959914, 5.524884, 7.758687, 10.650010, 13.594410, 2.709665, 2.065088, 1.935208, 48.483055, 47.813233, 46.654017, 45.042332, 43.116177, 41.257272, 39.357026, 37.498676, 35.678396, 33.860100, 0.041823, -0.000000, 0.714850
1.945465, 1.954422, 2.110636, 2.469137, 3.084587, 3.796401, 5.279569, 7.452610, 10.307539, 13.282547, 2.846123, 2.180540, 1.941515, 47.813233, 46.654017, 45.042332, 43.116177, 41.257272, 39.357026, 37.498676, 35.678396, 33.860100, 32.101517, 0.048769, -0.000000, 0.515625
1.934389, 1.948996, 2.111498, 2.479955, 2.953245, 3.652218, 5.056886, 7.175338, 9.996761, 12.996632, 2.956893, 2.278779, 1.966710, 46.654017, 45.042332, 43.116177, 41.257272, 39.357026, 37.498676, 35.678396, 33.860100, 32.101517, 30.495197, 0.058624, -0.000000, 0.285699
1.931636, 1.952754, 2.123426, 2.505507, 2.835983, 3.526906, 4.855443, 6.925151, 9.715421, 12.734249, 3.042753, 2.360450, 2.046097, 45.042332, 43.116177, 41.257272, 39.357026, 37.498676, 35.678396, 33.860100, 32.101517, 30.495197, 29.147533, 0.072225, 0.011902, 0.138890
1.940040, 1.969294, 2.151185, 2.415353, 2.737070, 3.427863, 4.683192, 6.713797, 9.477198, 12.505981, 3.096616, 2.421126, 2.109780, 43.116177, 41.257272, 39.357026, 37.498676, 35.678396, 33.860100, 32.101517, 30.495197, 29.147533, 28.029342, 0.089954, 0.055558, 0.071429
1.961839, 2.001379, 2.198596, 2.332529, 2.659555, 3.360286, 4.545076, 6.548405, 9.289786, 12.317064, 3.296064, 2.458665, 2.155997, 41.257272, 39.357026, 37.498676, 35.678396, 33.860100, 32.101517, 30.495197, 29.147533, 28.029342, 27.329218, 0.118099, 0.075395, 0.015870
2.004055, 2.057924, 2.143352, 2.275675, 2.616168, 3.345351, 4.464897, 6.463544, 9.192149, 12.197344, 3.459917, 2.462554, 2.176887, 39.357026, 37.498676, 35.678396, 33.860100, 32.101517, 30.495197, 29.147533, 28.029342, 27.329218, 26.720711, 0.143807, 0.126986, -0.000000
2.063320, 2.096247, 2.092534, 2.239032, 2.599097, 3.358948, 4.427043, 6.436927, 9.157501, 12.124736, 3.542025, 2.444075, 2.180029, 37.498676, 35.678396, 33.860100, 32.101517, 30.495197, 29.147533, 28.029342, 27.329218, 26.720711, 26.301247, 0.169072, 0.186496, -0.000000
